dep;week;P;T;cl_age90;pop
61;2020-S30;0;190;29;23921
61;2020-S30;0;205;39;27860
61;2020-S30;1;226;49;32672
61;2020-S30;1;211;59;38069
61;2020-S30;1;284;69;40286
61;2020-S30;1;307;79;29441
61;2020-S30;0;237;89;19119
61;2020-S30;0;108;90;5705
61;2020-S30;4;1980;0;276903
61;2020-S31;0;79;09;27454
61;2020-S31;0;152;19;32376
61;2020-S31;1;222;29;23921
61;2020-S31;1;206;39;27860
61;2020-S31;0;259;49;32672
61;2020-S31;2;277;59;38069
61;2020-S31;0;401;69;40286
61;2020-S31;2;348;79;29441
61;2020-S31;0;218;89;19119
61;2020-S31;0;69;90;5705
61;2020-S31;6;2232;0;276903
61;2020-S32;0;66;09;27454
61;2020-S32;0;141;19;32376
61;2020-S32;3;261;29;23921
61;2020-S32;1;218;39;27860
61;2020-S32;2;227;49;32672
61;2020-S32;2;249;59;38069
61;2020-S32;4;315;69;40286
61;2020-S32;1;310;79;29441
61;2020-S32;0;220;89;19119
61;2020-S32;0;90;90;5705
61;2020-S32;13;2097;0;276903
61;2020-S33;2;70;09;27454
61;2020-S33;2;165;19;32376
61;2020-S33;7;257;29;23921
61;2020-S33;6;253;39;27860
61;2020-S33;4;223;49;32672
61;2020-S33;5;296;59;38069
61;2020-S33;0;317;69;40286
61;2020-S33;1;299;79;29441
61;2020-S33;2;254;89;19119
61;2020-S33;0;84;90;5705
61;2020-S33;29;2218;0;276903
61;2020-S34;0;92;09;27454
61;2020-S34;6;223;19;32376
61;2020-S34;5;348;29;23921
61;2020-S34;0;276;39;27860
61;2020-S34;3;314;49;32672
61;2020-S34;3;355;59;38069
61;2020-S34;2;349;69;40286
61;2020-S34;2;353;79;29441
61;2020-S34;2;230;89;19119
61;2020-S34;0;100;90;5705
61;2020-S34;23;2640;0;276903
61;2020-S35;2;117;09;27454
61;2020-S35;1;281;19;32376
61;2020-S35;11;438;29;23921
61;2020-S35;3;394;39;27860
61;2020-S35;6;401;49;32672
61;2020-S35;4;433;59;38069
61;2020-S35;3;395;69;40286
61;2020-S35;2;359;79;29441
61;2020-S35;0;250;89;19119
61;2020-S35;0;99;90;5705
61;2020-S35;32;3167;0;276903
61;2020-S36;0;144;09;27454
61;2020-S36;6;254;19;32376
61;2020-S36;11;462;29;23921
61;2020-S36;4;409;39;27860
61;2020-S36;3;390;49;32672
61;2020-S36;2;464;59;38069
61;2020-S36;5;441;69;40286
61;2020-S36;3;302;79;29441
61;2020-S36;0;271;89;19119
61;2020-S36;1;108;90;5705
61;2020-S36;35;3245;0;276903
61;2020-S37;4;433;09;27454
61;2020-S37;8;508;19;32376
61;2020-S37;21;573;29;23921
61;2020-S37;12;521;39;27860
61;2020-S37;8;411;49;32672
61;2020-S37;11;447;59;38069
61;2020-S37;13;442;69;40286
61;2020-S37;3;349;79;29441
61;2020-S37;0;245;89;19119
61;2020-S37;0;111;90;5705
61;2020-S37;80;4040;0;276903
61;2020-S38;5;275;09;27454
61;2020-S38;16;801;19;32376
61;2020-S38;23;661;29;23921
61;2020-S38;13;531;39;27860
61;2020-S38;17;484;49;32672
61;2020-S38;20;491;59;38069
61;2020-S38;13;422;69;40286
61;2020-S38;14;355;79;29441
61;2020-S38;6;273;89;19119
61;2020-S38;7;120;90;5705
61;2020-S38;134;4413;0;276903
61;2020-S39;1;129;09;27454
61;2020-S39;15;487;19;32376
61;2020-S39;16;469;29;23921
61;2020-S39;11;379;39;27860
61;2020-S39;12;380;49;32672
61;2020-S39;15;402;59;38069
61;2020-S39;18;394;69;40286
61;2020-S39;10;332;79;29441
61;2020-S39;13;284;89;19119
61;2020-S39;5;126;90;5705
61;2020-S39;116;3382;0;276903
61;2020-S40;5;90;09;27454
61;2020-S40;13;483;19;32376
61;2020-S40;25;455;29;23921
61;2020-S40;23;388;39;27860
61;2020-S40;16;433;49;32672
61;2020-S40;32;457;59;38069
61;2020-S40;20;402;69;40286
61;2020-S40;12;330;79;29441
61;2020-S40;22;300;89;19119
61;2020-S40;17;206;90;5705
61;2020-S40;185;3545;0;276903
61;2020-S41;4;89;09;27454
61;2020-S41;26;581;19;32376
61;2020-S41;26;526;29;23921
61;2020-S41;25;446;39;27860
61;2020-S41;34;470;49;32672
61;2020-S41;30;527;59;38069
61;2020-S41;46;474;69;40286
61;2020-S41;26;406;79;29441
61;2020-S41;28;329;89;19119
61;2020-S41;28;169;90;5705
61;2020-S41;273;4017;0;276903
61;2020-S42;2;135;09;27454
61;2020-S42;22;649;19;32376
61;2020-S42;38;498;29;23921
61;2020-S42;31;508;39;27860
61;2020-S42;31;517;49;32672
61;2020-S42;49;555;59;38069
61;2020-S42;36;472;69;40286
61;2020-S42;19;400;79;29441
61;2020-S42;25;322;89;19119
61;2020-S42;4;174;90;5705
61;2020-S42;257;4230;0;276903
61;2020-S43;9;110;09;27454
61;2020-S43;30;451;19;32376
61;2020-S43;60;651;29;23921
61;2020-S43;60;550;39;27860
61;2020-S43;55;534;49;32672
61;2020-S43;79;597;59;38069
61;2020-S43;98;568;69;40286
61;2020-S43;52;407;79;29441
61;2020-S43;29;323;89;19119
61;2020-S43;20;144;90;5705
61;2020-S43;492;4337;0;276903
61;2020-S44;23;191;09;27454
61;2020-S44;83;579;19;32376
61;2020-S44;116;876;29;23921
61;2020-S44;100;766;39;27860
61;2020-S44;99;851;49;32672
61;2020-S44;132;944;59;38069
61;2020-S44;145;741;69;40286
61;2020-S44;93;572;79;29441
61;2020-S44;75;566;89;19119
61;2020-S44;43;351;90;5705
61;2020-S44;909;6437;0;276903
61;2020-S45;16;228;09;27454
61;2020-S45;83;745;19;32376
61;2020-S45;84;850;29;23921
61;2020-S45;125;980;39;27860
61;2020-S45;119;926;49;32672
61;2020-S45;137;1031;59;38069
61;2020-S45;106;809;69;40286
61;2020-S45;88;625;79;29441
61;2020-S45;70;616;89;19119
61;2020-S45;29;325;90;5705
61;2020-S45;857;7137;0;276903
61;2020-S46;20;217;09;27454
61;2020-S46;78;728;19;32376
61;2020-S46;62;731;29;23921
61;2020-S46;66;809;39;27860
61;2020-S46;102;832;49;32672
61;2020-S46;92;897;59;38069
61;2020-S46;68;716;69;40286
61;2020-S46;48;525;79;29441
61;2020-S46;84;689;89;19119
61;2020-S46;56;508;90;5705
61;2020-S46;676;6652;0;276903
61;2020-S47;19;282;09;27454
61;2020-S47;69;970;19;32376
61;2020-S47;69;828;29;23921
61;2020-S47;67;952;39;27860
61;2020-S47;88;1015;49;32672
61;2020-S47;73;998;59;38069
61;2020-S47;46;662;69;40286
61;2020-S47;46;612;79;29441
61;2020-S47;50;682;89;19119
61;2020-S47;23;439;90;5705
61;2020-S47;550;7440;0;276903
61;2020-S48;13;210;09;27454
61;2020-S48;45;754;19;32376
61;2020-S48;41;777;29;23921
61;2020-S48;43;842;39;27860
61;2020-S48;49;887;49;32672
61;2020-S48;63;890;59;38069
61;2020-S48;50;745;69;40286
61;2020-S48;38;637;79;29441
61;2020-S48;49;691;89;19119
61;2020-S48;25;512;90;5705
61;2020-S48;416;6946;0;276903
61;2020-S49;10;174;09;27454
61;2020-S49;16;505;19;32376
61;2020-S49;49;683;29;23921
61;2020-S49;48;737;39;27860
61;2020-S49;42;744;49;32672
61;2020-S49;47;810;59;38069
61;2020-S49;28;620;69;40286
61;2020-S49;33;621;79;29441
61;2020-S49;49;696;89;19119
61;2020-S49;31;521;90;5705
61;2020-S49;353;6111;0;276903
61;2020-S50;20;174;09;27454
61;2020-S50;32;498;19;32376
61;2020-S50;76;843;29;23921
61;2020-S50;59;897;39;27860
61;2020-S50;63;888;49;32672
61;2020-S50;76;1071;59;38069
61;2020-S50;42;789;69;40286
61;2020-S50;47;682;79;29441
61;2020-S50;68;825;89;19119
61;2020-S50;50;616;90;5705
61;2020-S50;533;7284;0;276903
61;2020-S51;16;215;09;27454
61;2020-S51;50;812;19;32376
61;2020-S51;57;1096;29;23921
61;2020-S51;75;1173;39;27860
61;2020-S51;79;1128;49;32672
61;2020-S51;81;1209;59;38069
61;2020-S51;40;960;69;40286
61;2020-S51;48;861;79;29441
61;2020-S51;53;837;89;19119
61;2020-S51;39;613;90;5705
61;2020-S51;538;8904;0;276903
61;2020-S52;17;259;09;27454
61;2020-S52;47;1161;19;32376
61;2020-S52;51;1458;29;23921
61;2020-S52;57;1626;39;27860
61;2020-S52;70;1715;49;32672
61;2020-S52;74;1661;59;38069
61;2020-S52;57;1415;69;40286
61;2020-S52;36;990;79;29441
61;2020-S52;35;843;89;19119
61;2020-S52;17;513;90;5705
61;2020-S52;461;11641;0;276903
61;2020-S53;14;172;09;27454
61;2020-S53;48;739;19;32376
61;2020-S53;68;1106;29;23921
61;2020-S53;67;865;39;27860
61;2020-S53;63;921;49;32672
61;2020-S53;79;993;59;38069
61;2020-S53;58;960;69;40286
61;2020-S53;44;676;79;29441
61;2020-S53;53;705;89;19119
61;2020-S53;26;536;90;5705
61;2020-S53;520;7673;0;276903
61;2021-S01;23;190;09;27454
61;2021-S01;80;843;19;32376
61;2021-S01;73;1290;29;23921
61;2021-S01;64;1275;39;27860
61;2021-S01;78;1368;49;32672
61;2021-S01;74;1464;59;38069
61;2021-S01;55;1048;69;40286
61;2021-S01;31;765;79;29441
61;2021-S01;37;752;89;19119
61;2021-S01;20;478;90;5705
61;2021-S01;535;9474;0;276903
61;2021-S02;35;274;09;27454
61;2021-S02;64;866;19;32376
61;2021-S02;67;959;29;23921
61;2021-S02;74;1035;39;27860
61;2021-S02;79;1038;49;32672
61;2021-S02;65;1084;59;38069
61;2021-S02;68;871;69;40286
61;2021-S02;44;677;79;29441
61;2021-S02;47;659;89;19119
61;2021-S02;20;391;90;5705
61;2021-S02;563;7854;0;276903
61;2021-S03;16;301;09;27454
61;2021-S03;62;980;19;32376
61;2021-S03;60;962;29;23921
61;2021-S03;62;1024;39;27860
61;2021-S03;65;1027;49;32672
61;2021-S03;75;1027;59;38069
61;2021-S03;52;839;69;40286
61;2021-S03;47;664;79;29441
61;2021-S03;31;663;89;19119
61;2021-S03;25;392;90;5705
61;2021-S03;495;7879;0;276903
61;2021-S04;27;269;09;27454
61;2021-S04;39;943;19;32376
61;2021-S04;52;856;29;23921
61;2021-S04;50;964;39;27860
61;2021-S04;76;951;49;32672
61;2021-S04;60;968;59;38069
61;2021-S04;58;794;69;40286
61;2021-S04;40;652;79;29441
61;2021-S04;51;611;89;19119
61;2021-S04;26;465;90;5705
61;2021-S04;479;7473;0;276903
61;2021-S05;12;341;09;27454
61;2021-S05;49;791;19;32376
61;2021-S05;56;897;29;23921
61;2021-S05;61;924;39;27860
61;2021-S05;56;914;49;32672
61;2021-S05;65;1045;59;38069
61;2021-S05;40;805;69;40286
61;2021-S05;30;640;79;29441
61;2021-S05;37;563;89;19119
61;2021-S05;22;360;90;5705
61;2021-S05;428;7280;0;276903
61;2021-S06;19;337;09;27454
61;2021-S06;36;668;19;32376
61;2021-S06;32;744;29;23921
61;2021-S06;38;850;39;27860
61;2021-S06;34;790;49;32672
61;2021-S06;38;893;59;38069
61;2021-S06;47;872;69;40286
61;2021-S06;18;636;79;29441
61;2021-S06;24;519;89;19119
61;2021-S06;8;318;90;5705
61;2021-S06;294;6627;0;276903
61;2021-S07;15;271;09;27454
61;2021-S07;32;696;19;32376
61;2021-S07;35;860;29;23921
61;2021-S07;46;900;39;27860
61;2021-S07;28;845;49;32672
61;2021-S07;30;905;59;38069
61;2021-S07;29;748;69;40286
61;2021-S07;19;583;79;29441
61;2021-S07;17;557;89;19119
61;2021-S07;8;333;90;5705
61;2021-S07;259;6698;0;276903
61;2021-S08;15;230;09;27454
61;2021-S08;23;609;19;32376
61;2021-S08;46;845;29;23921
61;2021-S08;45;899;39;27860
61;2021-S08;41;857;49;32672
61;2021-S08;46;921;59;38069
61;2021-S08;51;834;69;40286
61;2021-S08;36;666;79;29441
61;2021-S08;22;493;89;19119
61;2021-S08;10;251;90;5705
61;2021-S08;335;6606;0;276903
61;2021-S09;17;156;09;27454
61;2021-S09;80;665;19;32376
61;2021-S09;55;830;29;23921
61;2021-S09;38;769;39;27860
61;2021-S09;83;828;49;32672
61;2021-S09;61;1005;59;38069
61;2021-S09;41;858;69;40286
61;2021-S09;25;708;79;29441
61;2021-S09;24;520;89;19119
61;2021-S09;13;274;90;5705
61;2021-S09;437;6614;0;276903
61;2021-S10;18;301;09;27454
61;2021-S10;55;853;19;32376
61;2021-S10;72;1019;29;23921
61;2021-S10;72;998;39;27860
61;2021-S10;64;1051;49;32672
61;2021-S10;70;1137;59;38069
61;2021-S10;48;895;69;40286
61;2021-S10;42;721;79;29441
61;2021-S10;13;569;89;19119
61;2021-S10;16;333;90;5705
61;2021-S10;470;7877;0;276903
61;2021-S11;43;729;09;27454
61;2021-S11;117;1306;19;32376
61;2021-S11;94;1170;29;23921
61;2021-S11;101;1235;39;27860
61;2021-S11;95;1290;49;32672
61;2021-S11;90;1295;59;38069
61;2021-S11;65;962;69;40286
61;2021-S11;44;776;79;29441
61;2021-S11;23;622;89;19119
61;2021-S11;14;431;90;5705
61;2021-S11;686;9816;0;276903
61;2021-S12;67;1494;09;27454
61;2021-S12;152;2125;19;32376
61;2021-S12;115;1616;29;23921
61;2021-S12;128;1839;39;27860
61;2021-S12;130;1728;49;32672
61;2021-S12;125;1593;59;38069
61;2021-S12;69;1131;69;40286
61;2021-S12;53;839;79;29441
61;2021-S12;23;610;89;19119
61;2021-S12;9;381;90;5705
61;2021-S12;871;13356;0;276903
61;2021-S13;52;1244;09;27454
61;2021-S13;165;2441;19;32376
61;2021-S13;117;1830;29;23921
61;2021-S13;84;1893;39;27860
61;2021-S13;144;1934;49;32672
61;2021-S13;106;1818;59;38069
61;2021-S13;77;1278;69;40286
61;2021-S13;47;887;79;29441
61;2021-S13;16;643;89;19119
61;2021-S13;8;329;90;5705
61;2021-S13;816;14297;0;276903
61;2021-S14;33;533;09;27454
61;2021-S14;128;1264;19;32376
61;2021-S14;128;1455;29;23921
61;2021-S14;106;1392;39;27860
61;2021-S14;144;1460;49;32672
61;2021-S14;140;1529;59;38069
61;2021-S14;95;1101;69;40286
61;2021-S14;53;779;79;29441
61;2021-S14;36;561;89;19119
61;2021-S14;12;275;90;5705
61;2021-S14;875;10349;0;276903
61;2021-S15;41;426;09;27454
61;2021-S15;125;969;19;32376
61;2021-S15;137;1348;29;23921
61;2021-S15;116;1311;39;27860
61;2021-S15;108;1321;49;32672
61;2021-S15;160;1520;59;38069
61;2021-S15;121;1083;69;40286
61;2021-S15;47;726;79;29441
61;2021-S15;38;655;89;19119
61;2021-S15;15;358;90;5705
61;2021-S15;908;9717;0;276903
61;2021-S16;49;346;09;27454
61;2021-S16;100;804;19;32376
61;2021-S16;92;1102;29;23921
61;2021-S16;69;1023;39;27860
61;2021-S16;77;1055;49;32672
61;2021-S16;127;1211;59;38069
61;2021-S16;110;1002;69;40286
61;2021-S16;33;755;79;29441
61;2021-S16;31;569;89;19119
61;2021-S16;17;348;90;5705
61;2021-S16;705;8216;0;276903
61;2021-S17;40;851;09;27454
61;2021-S17;59;906;19;32376
61;2021-S17;73;991;29;23921
61;2021-S17;59;1003;39;27860
61;2021-S17;69;1012;49;32672
61;2021-S17;66;1094;59;38069
61;2021-S17;59;813;69;40286
61;2021-S17;30;590;79;29441
61;2021-S17;17;607;89;19119
61;2021-S17;10;462;90;5705
61;2021-S17;482;8329;0;276903
61;2021-S18;45;1188;09;27454
61;2021-S18;43;1253;19;32376
61;2021-S18;87;966;29;23921
61;2021-S18;57;839;39;27860
61;2021-S18;56;887;49;32672
61;2021-S18;67;960;59;38069
61;2021-S18;52;792;69;40286
61;2021-S18;25;569;79;29441
61;2021-S18;25;570;89;19119
61;2021-S18;10;337;90;5705
61;2021-S18;467;8363;0;276903
61;2021-S19;41;979;09;27454
61;2021-S19;75;1355;19;32376
61;2021-S19;92;968;29;23921
61;2021-S19;75;937;39;27860
61;2021-S19;74;899;49;32672
61;2021-S19;63;932;59;38069
61;2021-S19;47;772;69;40286
61;2021-S19;16;508;79;29441
61;2021-S19;12;457;89;19119
61;2021-S19;6;254;90;5705
61;2021-S19;501;8062;0;276903
61;2021-S20;44;989;09;27454
61;2021-S20;111;2476;19;32376
61;2021-S20;71;996;29;23921
61;2021-S20;82;1085;39;27860
61;2021-S20;63;1040;49;32672
61;2021-S20;49;1058;59;38069
61;2021-S20;29;860;69;40286
61;2021-S20;19;598;79;29441
61;2021-S20;11;432;89;19119
61;2021-S20;3;224;90;5705
61;2021-S20;482;9758;0;276903
61;2021-S21;38;1357;09;27454
61;2021-S21;67;2219;19;32376
61;2021-S21;59;963;29;23921
61;2021-S21;61;859;39;27860
61;2021-S21;50;865;49;32672
61;2021-S21;47;870;59;38069
61;2021-S21;21;704;69;40286
61;2021-S21;10;556;79;29441
61;2021-S21;8;460;89;19119
61;2021-S21;4;269;90;5705
61;2021-S21;365;9123;0;276903
61;2021-S22;22;1780;09;27454
61;2021-S22;52;1767;19;32376
61;2021-S22;32;807;29;23921
61;2021-S22;34;790;39;27860
61;2021-S22;29;751;49;32672
61;2021-S22;31;850;59;38069
61;2021-S22;8;713;69;40286
61;2021-S22;8;587;79;29441
61;2021-S22;2;420;89;19119
61;2021-S22;1;234;90;5705
61;2021-S22;219;8699;0;276903
61;2021-S23;14;1165;09;27454
61;2021-S23;23;1207;19;32376
61;2021-S23;14;639;29;23921
61;2021-S23;18;621;39;27860
61;2021-S23;14;569;49;32672
61;2021-S23;9;687;59;38069
61;2021-S23;9;677;69;40286
61;2021-S23;1;511;79;29441
61;2021-S23;6;439;89;19119
61;2021-S23;2;206;90;5705
61;2021-S23;110;6723;0;276903
61;2021-S24;8;1034;09;27454
61;2021-S24;19;1204;19;32376
61;2021-S24;12;753;29;23921
61;2021-S24;14;691;39;27860
61;2021-S24;7;617;49;32672
61;2021-S24;4;705;59;38069
61;2021-S24;4;700;69;40286
61;2021-S24;0;510;79;29441
61;2021-S24;4;474;89;19119
61;2021-S24;1;261;90;5705
61;2021-S24;73;6949;0;276903
61;2021-S25;1;1085;09;27454
61;2021-S25;14;895;19;32376
61;2021-S25;5;569;29;23921
61;2021-S25;2;528;39;27860
61;2021-S25;9;567;49;32672
61;2021-S25;3;617;59;38069
61;2021-S25;2;585;69;40286
61;2021-S25;1;498;79;29441
61;2021-S25;2;361;89;19119
61;2021-S25;2;211;90;5705
61;2021-S25;41;5917;0;276903
61;2021-S26;0;269;09;27454
61;2021-S26;8;699;19;32376
61;2021-S26;16;632;29;23921
61;2021-S26;2;543;39;27860
61;2021-S26;4;537;49;32672
61;2021-S26;1;590;59;38069
61;2021-S26;0;506;69;40286
61;2021-S26;2;455;79;29441
61;2021-S26;0;288;89;19119
61;2021-S26;0;128;90;5705
61;2021-S26;33;4648;0;276903
61;2021-S27;1;245;09;27454
61;2021-S27;6;1019;19;32376
61;2021-S27;7;889;29;23921
61;2021-S27;3;617;39;27860
61;2021-S27;4;648;49;32672
61;2021-S27;1;595;59;38069
61;2021-S27;1;527;69;40286
61;2021-S27;1;435;79;29441
61;2021-S27;0;333;89;19119
61;2021-S27;0;133;90;5705
61;2021-S27;24;5442;0;276903
61;2021-S28;7;208;09;27454
61;2021-S28;37;914;19;32376
61;2021-S28;36;1037;29;23921
61;2021-S28;10;652;39;27860
61;2021-S28;11;598;49;32672
61;2021-S28;13;559;59;38069
61;2021-S28;1;493;69;40286
61;2021-S28;1;383;79;29441
61;2021-S28;1;307;89;19119
61;2021-S28;1;195;90;5705
61;2021-S28;118;5346;0;276903
61;2021-S29;3;228;09;27454
61;2021-S29;34;1180;19;32376
61;2021-S29;50;1537;29;23921
61;2021-S29;24;1254;39;27860
61;2021-S29;17;1075;49;32672
61;2021-S29;17;780;59;38069
61;2021-S29;8;595;69;40286
61;2021-S29;3;416;79;29441
61;2021-S29;2;385;89;19119
61;2021-S29;2;210;90;5705
61;2021-S29;160;7662;0;276903
61;2021-S30;7;193;09;27454
61;2021-S30;36;1351;19;32376
61;2021-S30;45;1850;29;23921
61;2021-S30;23;1534;39;27860
61;2021-S30;25;1264;49;32672
61;2021-S30;14;878;59;38069
61;2021-S30;15;597;69;40286
61;2021-S30;6;418;79;29441
61;2021-S30;2;317;89;19119
61;2021-S30;0;132;90;5705
61;2021-S30;173;8538;0;276903
61;2021-S31;24;225;09;27454
61;2021-S31;53;1474;19;32376
61;2021-S31;53;2070;29;23921
61;2021-S31;28;1715;39;27860
61;2021-S31;33;1292;49;32672
61;2021-S31;19;918;59;38069
61;2021-S31;9;688;69;40286
61;2021-S31;13;472;79;29441
61;2021-S31;2;339;89;19119
61;2021-S31;2;202;90;5705
61;2021-S31;236;9395;0;276903
61;2021-S32;19;185;09;27454
61;2021-S32;60;1493;19;32376
61;2021-S32;50;2890;29;23921
61;2021-S32;34;2577;39;27860
61;2021-S32;29;1770;49;32672
61;2021-S32;31;1406;59;38069
61;2021-S32;11;882;69;40286
61;2021-S32;11;562;79;29441
61;2021-S32;17;369;89;19119
61;2021-S32;0;186;90;5705
61;2021-S32;262;12320;0;276903
61;2021-S33;16;189;09;27454
61;2021-S33;25;1429;19;32376
61;2021-S33;53;2956;29;23921
61;2021-S33;35;2562;39;27860
61;2021-S33;30;1740;49;32672
61;2021-S33;20;1437;59;38069
61;2021-S33;7;898;69;40286
61;2021-S33;6;605;79;29441
61;2021-S33;2;420;89;19119
61;2021-S33;6;251;90;5705
61;2021-S33;200;12488;0;276903
61;2021-S34;15;153;09;27454
61;2021-S34;35;1274;19;32376
61;2021-S34;24;2582;29;23921
61;2021-S34;29;2114;39;27860
61;2021-S34;30;1527;49;32672
61;2021-S34;26;1358;59;38069
61;2021-S34;19;923;69;40286
61;2021-S34;12;607;79;29441
61;2021-S34;5;407;89;19119
61;2021-S34;4;220;90;5705
61;2021-S34;199;11165;0;276903
61;2021-S35;17;228;09;27454
61;2021-S35;29;929;19;32376
61;2021-S35;24;2085;29;23921
61;2021-S35;14;1685;39;27860
61;2021-S35;12;1226;49;32672
61;2021-S35;20;1199;59;38069
61;2021-S35;7;948;69;40286
61;2021-S35;8;626;79;29441
61;2021-S35;4;353;89;19119
61;2021-S35;2;153;90;5705
61;2021-S35;137;9432;0;276903
61;2021-S36;20;356;09;27454
61;2021-S36;16;806;19;32376
61;2021-S36;10;1722;29;23921
61;2021-S36;10;1603;39;27860
61;2021-S36;16;1169;49;32672
61;2021-S36;12;1065;59;38069
61;2021-S36;2;934;69;40286
61;2021-S36;3;628;79;29441
61;2021-S36;2;425;89;19119
61;2021-S36;0;135;90;5705
61;2021-S36;91;8844;0;276903
61;2021-S37;3;310;09;27454
61;2021-S37;9;787;19;32376
61;2021-S37;8;1472;29;23921
61;2021-S37;14;1404;39;27860
61;2021-S37;3;986;49;32672
61;2021-S37;15;1019;59;38069
61;2021-S37;7;902;69;40286
61;2021-S37;3;628;79;29441
61;2021-S37;2;424;89;19119
61;2021-S37;1;151;90;5705
61;2021-S37;66;8085;0;276903
61;2021-S38;3;498;09;27454
61;2021-S38;16;972;19;32376
61;2021-S38;7;1292;29;23921
61;2021-S38;5;1244;39;27860
61;2021-S38;8;910;49;32672
61;2021-S38;3;880;59;38069
61;2021-S38;1;836;69;40286
61;2021-S38;3;573;79;29441
61;2021-S38;2;424;89;19119
61;2021-S38;0;157;90;5705
61;2021-S38;48;7788;0;276903
61;2021-S39;4;389;09;27454
61;2021-S39;18;1112;19;32376
61;2021-S39;7;1051;29;23921
61;2021-S39;6;1098;39;27860
61;2021-S39;9;797;49;32672
61;2021-S39;4;816;59;38069
61;2021-S39;4;757;69;40286
61;2021-S39;3;600;79;29441
61;2021-S39;1;351;89;19119
61;2021-S39;0;145;90;5705
61;2021-S39;56;7116;0;276903
61;2021-S40;12;375;09;27454
61;2021-S40;20;1431;19;32376
61;2021-S40;8;1199;29;23921
61;2021-S40;18;1122;39;27860
61;2021-S40;5;826;49;32672
61;2021-S40;6;857;59;38069
61;2021-S40;7;781;69;40286
61;2021-S40;8;581;79;29441
61;2021-S40;1;393;89;19119
61;2021-S40;0;124;90;5705
61;2021-S40;85;7689;0;276903
61;2021-S41;19;460;09;27454
61;2021-S41;10;1111;19;32376
61;2021-S41;7;892;29;23921
61;2021-S41;11;939;39;27860
61;2021-S41;15;796;49;32672
61;2021-S41;6;771;59;38069
61;2021-S41;3;735;69;40286
61;2021-S41;5;596;79;29441
61;2021-S41;1;331;89;19119
61;2021-S41;0;129;90;5705
61;2021-S41;77;6760;0;276903
61;2021-S42;5;279;09;27454
61;2021-S42;7;801;19;32376
61;2021-S42;4;593;29;23921
61;2021-S42;5;649;39;27860
61;2021-S42;10;602;49;32672
61;2021-S42;6;529;59;38069
61;2021-S42;8;596;69;40286
61;2021-S42;12;526;79;29441
61;2021-S42;1;299;89;19119
61;2021-S42;0;115;90;5705
61;2021-S42;58;4989;0;276903
61;2021-S43;6;172;09;27454
61;2021-S43;9;705;19;32376
61;2021-S43;9;578;29;23921
61;2021-S43;7;650;39;27860
61;2021-S43;9;567;49;32672
61;2021-S43;13;513;59;38069
61;2021-S43;22;631;69;40286
61;2021-S43;20;477;79;29441
61;2021-S43;1;273;89;19119
61;2021-S43;1;120;90;5705
61;2021-S43;97;4686;0;276903
61;2021-S44;8;167;09;27454
61;2021-S44;15;585;19;32376
61;2021-S44;9;513;29;23921
61;2021-S44;15;557;39;27860
61;2021-S44;15;475;49;32672
61;2021-S44;23;533;59;38069
61;2021-S44;24;543;69;40286
61;2021-S44;19;479;79;29441
61;2021-S44;3;281;89;19119
61;2021-S44;6;107;90;5705
61;2021-S44;137;4240;0;276903
61;2021-S45;14;213;09;27454
61;2021-S45;29;681;19;32376
61;2021-S45;23;569;29;23921
61;2021-S45;27;649;39;27860
61;2021-S45;22;579;49;32672
61;2021-S45;37;580;59;38069
61;2021-S45;38;657;69;40286
61;2021-S45;45;523;79;29441
61;2021-S45;18;308;89;19119
61;2021-S45;6;140;90;5705
61;2021-S45;259;4899;0;276903
61;2021-S46;37;632;09;27454
61;2021-S46;49;1151;19;32376
61;2021-S46;50;885;29;23921
61;2021-S46;59;955;39;27860
61;2021-S46;57;870;49;32672
61;2021-S46;80;970;59;38069
61;2021-S46;76;1008;69;40286
61;2021-S46;61;767;79;29441
61;2021-S46;42;586;89;19119
61;2021-S46;12;233;90;5705
61;2021-S46;523;8057;0;276903
61;2021-S47;78;1549;09;27454
61;2021-S47;59;1529;19;32376
61;2021-S47;89;1376;29;23921
61;2021-S47;97;1489;39;27860
61;2021-S47;62;1273;49;32672
61;2021-S47;99;1320;59;38069
61;2021-S47;98;1159;69;40286
61;2021-S47;43;892;79;29441
61;2021-S47;26;558;89;19119
61;2021-S47;9;255;90;5705
61;2021-S47;660;11402;0;276903
61;2021-S48;120;2344;09;27454
61;2021-S48;80;1873;19;32376
61;2021-S48;85;1404;29;23921
61;2021-S48;132;1648;39;27860
61;2021-S48;114;1512;49;32672
61;2021-S48;104;1463;59;38069
61;2021-S48;76;1208;69;40286
61;2021-S48;62;895;79;29441
61;2021-S48;19;509;89;19119
61;2021-S48;15;277;90;5705
61;2021-S48;807;13133;0;276903
61;2021-S49;94;2086;09;27454
61;2021-S49;120;2136;19;32376
61;2021-S49;69;1409;29;23921
61;2021-S49;108;1694;39;27860
61;2021-S49;114;1471;49;32672
61;2021-S49;93;1386;59;38069
61;2021-S49;69;1239;69;40286
61;2021-S49;30;855;79;29441
61;2021-S49;24;571;89;19119
61;2021-S49;10;256;90;5705
61;2021-S49;731;13103;0;276903
61;2021-S50;102;2016;09;27454
61;2021-S50;113;2289;19;32376
61;2021-S50;124;1726;29;23921
61;2021-S50;139;1790;39;27860
61;2021-S50;116;1529;49;32672
61;2021-S50;96;1506;59;38069
61;2021-S50;96;1309;69;40286
