dep;week;P;T;cl_age90;pop
01;2021-S39;2;161;90;7395
01;2021-S39;365;26472;0;656955
01;2021-S40;28;2143;09;83001
01;2021-S40;43;3758;19;84665
01;2021-S40;30;3982;29;65496
01;2021-S40;49;4605;39;85588
01;2021-S40;47;3219;49;89678
01;2021-S40;26;2549;59;89791
01;2021-S40;14;1793;69;73500
01;2021-S40;9;1054;79;51011
01;2021-S40;3;497;89;26830
01;2021-S40;0;164;90;7395
01;2021-S40;249;23766;0;656955
01;2021-S41;31;2500;09;83001
01;2021-S41;35;3236;19;84665
01;2021-S41;21;3291;29;65496
01;2021-S41;43;4151;39;85588
01;2021-S41;39;3036;49;89678
01;2021-S41;31;2491;59;89791
01;2021-S41;23;1746;69;73500
01;2021-S41;26;1116;79;51011
01;2021-S41;13;508;89;26830
01;2021-S41;4;180;90;7395
01;2021-S41;266;22256;0;656955
01;2021-S42;35;2791;09;83001
01;2021-S42;37;3510;19;84665
01;2021-S42;39;2169;29;65496
01;2021-S42;57;3056;39;85588
01;2021-S42;54;2443;49;89678
01;2021-S42;47;1966;59;89791
01;2021-S42;33;1391;69;73500
01;2021-S42;26;933;79;51011
01;2021-S42;13;459;89;26830
01;2021-S42;2;153;90;7395
01;2021-S42;343;18883;0;656955
01;2021-S43;59;662;09;83001
01;2021-S43;54;3065;19;84665
01;2021-S43;44;2203;29;65496
01;2021-S43;63;2991;39;85588
01;2021-S43;74;2453;49;89678
01;2021-S43;46;1845;59;89791
01;2021-S43;27;1352;69;73500
01;2021-S43;31;838;79;51011
01;2021-S43;13;471;89;26830
01;2021-S43;4;187;90;7395
01;2021-S43;415;16069;0;656955
01;2021-S44;50;529;09;83001
01;2021-S44;83;2180;19;84665
01;2021-S44;56;1987;29;65496
01;2021-S44;93;2560;39;85588
01;2021-S44;82;2075;49;89678
01;2021-S44;65;1778;59;89791
01;2021-S44;40;1413;69;73500
01;2021-S44;16;902;79;51011
01;2021-S44;7;442;89;26830
01;2021-S44;5;179;90;7395
01;2021-S44;497;14048;0;656955
01;2021-S45;67;2178;09;83001
01;2021-S45;87;2367;19;84665
01;2021-S45;97;2113;29;65496
01;2021-S45;115;2698;39;85588
01;2021-S45;120;2173;49;89678
01;2021-S45;97;2037;59;89791
01;2021-S45;87;1578;69;73500
01;2021-S45;42;961;79;51011
01;2021-S45;9;459;89;26830
01;2021-S45;2;150;90;7395
01;2021-S45;723;16714;0;656955
01;2021-S46;181;3658;09;83001
01;2021-S46;164;3540;19;84665
01;2021-S46;147;2473;29;65496
01;2021-S46;229;3295;39;85588
01;2021-S46;170;2812;49;89678
01;2021-S46;171;2723;59;89791
01;2021-S46;149;2001;69;73500
01;2021-S46;85;1354;79;51011
01;2021-S46;17;583;89;26830
01;2021-S46;8;186;90;7395
01;2021-S46;1321;22626;0;656955
01;2021-S47;437;6103;09;83001
01;2021-S47;332;5256;19;84665
01;2021-S47;217;3194;29;65496
01;2021-S47;436;4678;39;85588
01;2021-S47;393;4302;49;89678
01;2021-S47;338;3630;59;89791
01;2021-S47;252;2734;69;73500
01;2021-S47;129;1616;79;51011
01;2021-S47;35;658;89;26830
01;2021-S47;15;240;90;7395
01;2021-S47;2584;32412;0;656955
01;2021-S48;698;9832;09;83001
01;2021-S48;581;7497;19;84665
01;2021-S48;378;4216;29;65496
01;2021-S48;674;6281;39;85588
01;2021-S48;599;5617;49;89678
01;2021-S48;478;4501;59;89791
01;2021-S48;394;3293;69;73500
01;2021-S48;217;1977;79;51011
01;2021-S48;58;925;89;26830
01;2021-S48;15;321;90;7395
01;2021-S48;4092;44467;0;656955
01;2021-S49;760;12447;09;83001
01;2021-S49;712;8815;19;84665
01;2021-S49;401;4622;29;65496
01;2021-S49;861;7224;39;85588
01;2021-S49;744;6298;49;89678
01;2021-S49;543;4932;59;89791
01;2021-S49;396;3543;69;73500
01;2021-S49;199;2135;79;51011
01;2021-S49;49;957;89;26830
01;2021-S49;28;380;90;7395
01;2021-S49;4693;51354;0;656955
01;2021-S50;621;9248;09;83001
01;2021-S50;669;8398;19;84665
01;2021-S50;460;5177;29;65496
01;2021-S50;842;7433;39;85588
01;2021-S50;769;6587;49;89678
01;2021-S50;578;5081;59;89791
01;2021-S50;304;3421;69;73500
01;2021-S50;130;1948;79;51011
01;2021-S50;48;866;89;26830
01;2021-S50;17;314;90;7395
01;2021-S50;4438;48476;0;656955
01;2021-S51;567;4382;09;83001
01;2021-S51;672;6769;19;84665
01;2021-S51;819;6897;29;65496
01;2021-S51;1005;8470;39;85588
01;2021-S51;828;7550;49;89678
01;2021-S51;587;6497;59;89791
01;2021-S51;341;4179;69;73500
01;2021-S51;139;2478;79;51011
01;2021-S51;52;1050;89;26830
01;2021-S51;20;326;90;7395
01;2021-S51;5030;48606;0;656955
01;2021-S52;870;3575;09;83001
01;2021-S52;1572;7440;19;84665
01;2021-S52;1793;8551;29;65496
01;2021-S52;1997;8977;39;85588
01;2021-S52;1602;7708;49;89678
01;2021-S52;1309;7118;59;89791
01;2021-S52;690;4977;69;73500
01;2021-S52;379;3023;79;51011
01;2021-S52;142;1459;89;26830
01;2021-S52;51;548;90;7395
01;2021-S52;10405;53394;0;656955
01;2022-S01;2054;16125;09;83001
01;2022-S01;3936;17126;19;84665
01;2022-S01;3164;9807;29;65496
01;2022-S01;3164;10432;39;85588
01;2022-S01;2654;10078;49;89678
01;2022-S01;1813;7882;59;89791
01;2022-S01;883;4706;69;73500
01;2022-S01;390;2834;79;51011
01;2022-S01;182;1523;89;26830
01;2022-S01;59;635;90;7395
01;2022-S01;18304;81166;0;656955
02;2020-S21;0;48;09;62312
02;2020-S21;1;56;19;67540
02;2020-S21;4;178;29;51443
02;2020-S21;1;204;39;62599
02;2020-S21;7;203;49;64812
02;2020-S21;6;176;59;70352
02;2020-S21;8;143;69;69077
02;2020-S21;4;102;79;45371
02;2020-S21;9;143;89;25627
02;2020-S21;1;57;90;6917
02;2020-S21;41;1310;0;526050
02;2020-S22;2;32;09;62312
02;2020-S22;0;86;19;67540
02;2020-S22;3;207;29;51443
02;2020-S22;7;276;39;62599
02;2020-S22;4;275;49;64812
02;2020-S22;4;256;59;70352
02;2020-S22;8;232;69;69077
02;2020-S22;3;186;79;45371
02;2020-S22;6;118;89;25627
02;2020-S22;6;61;90;6917
02;2020-S22;43;1730;0;526050
02;2020-S23;0;41;09;62312
02;2020-S23;0;42;19;67540
02;2020-S23;3;103;29;51443
02;2020-S23;4;124;39;62599
02;2020-S23;1;150;49;64812
02;2020-S23;2;173;59;70352
02;2020-S23;6;153;69;69077
02;2020-S23;4;168;79;45371
02;2020-S23;18;130;89;25627
02;2020-S23;9;81;90;6917
02;2020-S23;47;1165;0;526050
02;2020-S24;0;56;09;62312
02;2020-S24;1;91;19;67540
02;2020-S24;2;165;29;51443
02;2020-S24;1;175;39;62599
02;2020-S24;5;186;49;64812
02;2020-S24;3;226;59;70352
02;2020-S24;5;197;69;69077
02;2020-S24;5;148;79;45371
02;2020-S24;14;177;89;25627
02;2020-S24;4;97;90;6917
02;2020-S24;40;1518;0;526050
02;2020-S25;0;69;09;62312
02;2020-S25;1;123;19;67540
02;2020-S25;4;152;29;51443
02;2020-S25;1;179;39;62599
02;2020-S25;1;170;49;64812
02;2020-S25;0;177;59;70352
02;2020-S25;1;175;69;69077
02;2020-S25;4;158;79;45371
02;2020-S25;8;137;89;25627
02;2020-S25;4;83;90;6917
02;2020-S25;24;1423;0;526050
02;2020-S26;0;63;09;62312
02;2020-S26;0;134;19;67540
02;2020-S26;5;182;29;51443
02;2020-S26;3;201;39;62599
02;2020-S26;3;220;49;64812
02;2020-S26;0;244;59;70352
02;2020-S26;2;300;69;69077
02;2020-S26;5;243;79;45371
02;2020-S26;2;129;89;25627
02;2020-S26;0;60;90;6917
02;2020-S26;20;1776;0;526050
02;2020-S27;3;180;09;62312
02;2020-S27;3;184;19;67540
02;2020-S27;2;233;29;51443
02;2020-S27;2;279;39;62599
02;2020-S27;3;254;49;64812
02;2020-S27;1;269;59;70352
02;2020-S27;2;275;69;69077
02;2020-S27;3;213;79;45371
02;2020-S27;0;194;89;25627
02;2020-S27;1;108;90;6917
02;2020-S27;20;2189;0;526050
02;2020-S28;0;117;09;62312
02;2020-S28;3;175;19;67540
02;2020-S28;4;258;29;51443
02;2020-S28;0;313;39;62599
02;2020-S28;0;293;49;64812
02;2020-S28;3;263;59;70352
02;2020-S28;2;242;69;69077
02;2020-S28;4;188;79;45371
02;2020-S28;5;180;89;25627
02;2020-S28;3;129;90;6917
02;2020-S28;24;2158;0;526050
02;2020-S29;0;87;09;62312
02;2020-S29;0;143;19;67540
02;2020-S29;3;236;29;51443
02;2020-S29;2;270;39;62599
02;2020-S29;1;215;49;64812
02;2020-S29;1;288;59;70352
02;2020-S29;2;244;69;69077
02;2020-S29;0;203;79;45371
02;2020-S29;0;148;89;25627
02;2020-S29;1;59;90;6917
02;2020-S29;10;1893;0;526050
02;2020-S30;1;145;09;62312
02;2020-S30;1;188;19;67540
02;2020-S30;8;301;29;51443
02;2020-S30;3;327;39;62599
02;2020-S30;2;270;49;64812
02;2020-S30;0;270;59;70352
02;2020-S30;3;296;69;69077
02;2020-S30;2;198;79;45371
02;2020-S30;1;134;89;25627
02;2020-S30;2;62;90;6917
02;2020-S30;23;2193;0;526050
02;2020-S31;2;109;09;62312
02;2020-S31;2;219;19;67540
02;2020-S31;0;293;29;51443
02;2020-S31;3;325;39;62599
02;2020-S31;1;296;49;64812
02;2020-S31;1;322;59;70352
02;2020-S31;2;302;69;69077
02;2020-S31;2;257;79;45371
02;2020-S31;3;174;89;25627
02;2020-S31;1;95;90;6917
02;2020-S31;17;2393;0;526050
02;2020-S32;4;105;09;62312
02;2020-S32;4;216;19;67540
02;2020-S32;2;288;29;51443
02;2020-S32;2;305;39;62599
02;2020-S32;6;315;49;64812
02;2020-S32;2;312;59;70352
02;2020-S32;2;296;69;69077
02;2020-S32;6;241;79;45371
02;2020-S32;1;142;89;25627
02;2020-S32;0;48;90;6917
02;2020-S32;29;2268;0;526050
02;2020-S33;0;93;09;62312
02;2020-S33;4;177;19;67540
02;2020-S33;7;274;29;51443
02;2020-S33;1;251;39;62599
02;2020-S33;2;246;49;64812
02;2020-S33;5;253;59;70352
02;2020-S33;5;216;69;69077
02;2020-S33;2;211;79;45371
02;2020-S33;1;139;89;25627
02;2020-S33;0;53;90;6917
02;2020-S33;27;1913;0;526050
02;2020-S34;2;83;09;62312
02;2020-S34;4;356;19;67540
02;2020-S34;33;498;29;51443
02;2020-S34;6;409;39;62599
02;2020-S34;8;458;49;64812
02;2020-S34;6;424;59;70352
02;2020-S34;3;356;69;69077
02;2020-S34;2;266;79;45371
02;2020-S34;1;194;89;25627
02;2020-S34;2;73;90;6917
02;2020-S34;67;3118;0;526050
02;2020-S35;4;92;09;62312
02;2020-S35;8;312;19;67540
02;2020-S35;25;507;29;51443
02;2020-S35;16;487;39;62599
02;2020-S35;17;475;49;64812
02;2020-S35;9;504;59;70352
02;2020-S35;4;397;69;69077
02;2020-S35;5;287;79;45371
02;2020-S35;3;194;89;25627
02;2020-S35;0;82;90;6917
02;2020-S35;91;3337;0;526050
02;2020-S36;4;174;09;62312
02;2020-S36;24;364;19;67540
02;2020-S36;25;627;29;51443
02;2020-S36;26;631;39;62599
02;2020-S36;13;602;49;64812
02;2020-S36;14;610;59;70352
02;2020-S36;4;460;69;69077
02;2020-S36;6;292;79;45371
02;2020-S36;1;178;89;25627
02;2020-S36;0;85;90;6917
02;2020-S36;117;4023;0;526050
02;2020-S37;8;584;09;62312
02;2020-S37;38;887;19;67540
02;2020-S37;61;935;29;51443
02;2020-S37;21;969;39;62599
02;2020-S37;24;817;49;64812
02;2020-S37;15;703;59;70352
02;2020-S37;17;523;69;69077
02;2020-S37;7;377;79;45371
02;2020-S37;1;256;89;25627
02;2020-S37;2;105;90;6917
02;2020-S37;194;6156;0;526050
02;2020-S38;13;632;09;62312
02;2020-S38;59;1442;19;67540
02;2020-S38;61;1096;29;51443
02;2020-S38;32;1157;39;62599
02;2020-S38;25;1046;49;64812
02;2020-S38;23;852;59;70352
02;2020-S38;14;561;69;69077
02;2020-S38;13;410;79;45371
02;2020-S38;5;245;89;25627
02;2020-S38;3;112;90;6917
02;2020-S38;248;7555;0;526050
02;2020-S39;8;216;09;62312
02;2020-S39;46;977;19;67540
02;2020-S39;46;885;29;51443
02;2020-S39;36;820;39;62599
02;2020-S39;33;746;49;64812
02;2020-S39;34;714;59;70352
02;2020-S39;22;509;69;69077
02;2020-S39;20;391;79;45371
02;2020-S39;8;262;89;25627
02;2020-S39;1;135;90;6917
02;2020-S39;254;5655;0;526050
02;2020-S40;14;162;09;62312
02;2020-S40;42;796;19;67540
02;2020-S40;44;770;29;51443
02;2020-S40;42;696;39;62599
02;2020-S40;51;701;49;64812
02;2020-S40;33;651;59;70352
02;2020-S40;23;528;69;69077
02;2020-S40;14;371;79;45371
02;2020-S40;4;218;89;25627
02;2020-S40;2;107;90;6917
02;2020-S40;269;5003;0;526050
02;2020-S41;11;214;09;62312
02;2020-S41;73;1059;19;67540
02;2020-S41;89;1021;29;51443
02;2020-S41;92;1027;39;62599
02;2020-S41;85;980;49;64812
02;2020-S41;84;858;59;70352
02;2020-S41;67;692;69;69077
02;2020-S41;25;477;79;45371
02;2020-S41;14;270;89;25627
02;2020-S41;3;99;90;6917
02;2020-S41;543;6697;0;526050
02;2020-S42;24;240;09;62312
02;2020-S42;102;1394;19;67540
02;2020-S42;166;1402;29;51443
02;2020-S42;148;1435;39;62599
02;2020-S42;135;1330;49;64812
02;2020-S42;126;1204;59;70352
02;2020-S42;97;921;69;69077
02;2020-S42;75;636;79;45371
02;2020-S42;28;404;89;25627
02;2020-S42;14;208;90;6917
02;2020-S42;915;9175;0;526050
02;2020-S43;32;260;09;62312
02;2020-S43;157;1235;19;67540
02;2020-S43;212;1663;29;51443
02;2020-S43;257;1833;39;62599
02;2020-S43;238;1721;49;64812
02;2020-S43;221;1539;59;70352
02;2020-S43;149;1018;69;69077
02;2020-S43;111;767;79;45371
02;2020-S43;93;553;89;25627
02;2020-S43;55;354;90;6917
02;2020-S43;1525;10947;0;526050
02;2020-S44;36;362;09;62312
02;2020-S44;171;1406;19;67540
02;2020-S44;235;1997;29;51443
02;2020-S44;281;2061;39;62599
02;2020-S44;269;1871;49;64812
02;2020-S44;265;1898;59;70352
02;2020-S44;210;1347;69;69077
02;2020-S44;156;849;79;45371
02;2020-S44;64;607;89;25627
02;2020-S44;24;347;90;6917
02;2020-S44;1712;12751;0;526050
02;2020-S45;50;436;09;62312
02;2020-S45;209;1637;19;67540
02;2020-S45;233;1917;29;51443
02;2020-S45;221;2088;39;62599
02;2020-S45;284;2061;49;64812
02;2020-S45;272;2043;59;70352
02;2020-S45;203;1436;69;69077
02;2020-S45;133;1009;79;45371
02;2020-S45;98;708;89;25627
02;2020-S45;51;406;90;6917
02;2020-S45;1754;13742;0;526050
02;2020-S46;45;410;09;62312
02;2020-S46;176;1553;19;67540
02;2020-S46;134;1374;29;51443
02;2020-S46;160;1538;39;62599
02;2020-S46;195;1632;49;64812
02;2020-S46;152;1499;59;70352
02;2020-S46;133;1066;69;69077
02;2020-S46;75;710;79;45371
02;2020-S46;57;491;89;25627
02;2020-S46;25;252;90;6917
02;2020-S46;1152;10526;0;526050
02;2020-S47;37;377;09;62312
02;2020-S47;137;1417;19;67540
02;2020-S47;94;1129;29;51443
02;2020-S47;112;1425;39;62599
02;2020-S47;100;1272;49;64812
02;2020-S47;128;1338;59;70352
02;2020-S47;80;1002;69;69077
02;2020-S47;63;758;79;45371
02;2020-S47;66;590;89;25627
02;2020-S47;27;351;90;6917
02;2020-S47;844;9659;0;526050
02;2020-S48;28;297;09;62312
02;2020-S48;80;1164;19;67540
02;2020-S48;83;1119;29;51443
02;2020-S48;79;1239;39;62599
02;2020-S48;82;1180;49;64812
02;2020-S48;98;1175;59;70352
02;2020-S48;64;1022;69;69077
02;2020-S48;64;762;79;45371
02;2020-S48;51;508;89;25627
02;2020-S48;30;273;90;6917
02;2020-S48;660;8743;0;526050
02;2020-S49;19;218;09;62312
02;2020-S49;68;964;19;67540
02;2020-S49;103;1036;29;51443
02;2020-S49;85;1170;39;62599
02;2020-S49;108;1136;49;64812
02;2020-S49;97;1144;59;70352
02;2020-S49;62;901;69;69077
02;2020-S49;58;775;79;45371
02;2020-S49;62;550;89;25627
02;2020-S49;41;407;90;6917
02;2020-S49;703;8303;0;526050
02;2020-S50;15;234;09;62312
02;2020-S50;147;1218;19;67540
02;2020-S50;98;1152;29;51443
02;2020-S50;128;1475;39;62599
02;2020-S50;134;1322;49;64812
02;2020-S50;120;1361;59;70352
02;2020-S50;90;1156;69;69077
02;2020-S50;73;879;79;45371
02;2020-S50;85;672;89;25627
02;2020-S50;44;409;90;6917
02;2020-S50;934;9883;0;526050
02;2020-S51;37;418;09;62312
02;2020-S51;144;1824;19;67540
02;2020-S51;140;1916;29;51443
02;2020-S51;231;2405;39;62599
02;2020-S51;220;2340;49;64812
02;2020-S51;211;2290;59;70352
02;2020-S51;157;1708;69;69077
02;2020-S51;92;1304;79;45371
02;2020-S51;106;906;89;25627
02;2020-S51;42;453;90;6917
02;2020-S51;1380;15564;0;526050
02;2020-S52;29;462;09;62312
02;2020-S52;84;1791;19;67540
02;2020-S52;114;2418;29;51443
02;2020-S52;120;2705;39;62599
02;2020-S52;124;2695;49;64812
02;2020-S52;121;2560;59;70352
02;2020-S52;84;2171;69;69077
02;2020-S52;74;1478;79;45371
02;2020-S52;63;791;89;25627
02;2020-S52;38;378;90;6917
02;2020-S52;851;17450;0;526050
02;2020-S53;23;253;09;62312
02;2020-S53;102;1230;19;67540
02;2020-S53;121;1886;29;51443
02;2020-S53;118;1750;39;62599
02;2020-S53;126;1633;49;64812
02;2020-S53;146;1711;59;70352
02;2020-S53;100;1359;69;69077
02;2020-S53;66;926;79;45371
02;2020-S53;63;682;89;25627
02;2020-S53;30;363;90;6917
02;2020-S53;895;11793;0;526050
02;2021-S01;30;312;09;62312
02;2021-S01;132;1435;19;67540
02;2021-S01;131;1915;29;51443
02;2021-S01;131;1940;39;62599
02;2021-S01;139;1847;49;64812
02;2021-S01;135;1886;59;70352
02;2021-S01;91;1588;69;69077
02;2021-S01;81;1088;79;45371
02;2021-S01;51;785;89;25627
02;2021-S01;34;449;90;6917
02;2021-S01;955;13245;0;526050
02;2021-S02;42;425;09;62312
02;2021-S02;141;1651;19;67540
02;2021-S02;126;1849;29;51443
02;2021-S02;160;2091;39;62599
02;2021-S02;148;1898;49;64812
02;2021-S02;145;1950;59;70352
02;2021-S02;127;1418;69;69077
02;2021-S02;88;1061;79;45371
02;2021-S02;77;721;89;25627
02;2021-S02;38;394;90;6917
02;2021-S02;1092;13458;0;526050
02;2021-S03;48;567;09;62312
02;2021-S03;154;2074;19;67540
02;2021-S03;153;1773;29;51443
02;2021-S03;157;2088;39;62599
02;2021-S03;178;1936;49;64812
02;2021-S03;193;1943;59;70352
02;2021-S03;138;1528;69;69077
02;2021-S03;119;1106;79;45371
02;2021-S03;92;833;89;25627
02;2021-S03;33;470;90;6917
02;2021-S03;1265;14318;0;526050
02;2021-S04;57;610;09;62312
02;2021-S04;168;2344;19;67540
02;2021-S04;162;2187;29;51443
02;2021-S04;170;2279;39;62599
02;2021-S04;195;2198;49;64812
02;2021-S04;192;1991;59;70352
02;2021-S04;131;1544;69;69077
02;2021-S04;110;1142;79;45371
02;2021-S04;71;759;89;25627
02;2021-S04;41;391;90;6917
02;2021-S04;1297;15447;0;526050
02;2021-S05;51;665;09;62312
02;2021-S05;167;2309;19;67540
02;2021-S05;149;2058;29;51443
02;2021-S05;172;2328;39;62599
02;2021-S05;175;2235;49;64812
02;2021-S05;158;2134;59;70352
02;2021-S05;179;1741;69;69077
02;2021-S05;131;1163;79;45371
02;2021-S05;92;785;89;25627
02;2021-S05;51;419;90;6917
02;2021-S05;1325;15838;0;526050
02;2021-S06;44;765;09;62312
02;2021-S06;152;2530;19;67540
02;2021-S06;136;2055;29;51443
02;2021-S06;157;2414;39;62599
02;2021-S06;176;2244;49;64812
02;2021-S06;161;2122;59;70352
02;2021-S06;139;1714;69;69077
02;2021-S06;112;1233;79;45371
02;2021-S06;76;789;89;25627
02;2021-S06;47;477;90;6917
02;2021-S06;1200;16343;0;526050
02;2021-S07;46;739;09;62312
02;2021-S07;156;2486;19;67540
02;2021-S07;128;1894;29;51443
02;2021-S07;173;2110;39;62599
02;2021-S07;142;2086;49;64812
02;2021-S07;139;1991;59;70352
02;2021-S07;108;1563;69;69077
02;2021-S07;82;1137;79;45371
02;2021-S07;74;742;89;25627
02;2021-S07;31;407;90;6917
02;2021-S07;1079;15155;0;526050
02;2021-S08;49;486;09;62312
02;2021-S08;147;1460;19;67540
02;2021-S08;139;1912;29;51443
02;2021-S08;160;2110;39;62599
02;2021-S08;173;1969;49;64812
02;2021-S08;157;1845;59;70352
02;2021-S08;134;1585;69;69077
02;2021-S08;118;1086;79;45371
02;2021-S08;59;645;89;25627
02;2021-S08;17;293;90;6917
02;2021-S08;1155;13394;0;526050
02;2021-S09;55;380;09;62312
02;2021-S09;148;1303;19;67540
02;2021-S09;133;1821;29;51443
02;2021-S09;139;1830;39;62599
02;2021-S09;192;1795;49;64812
02;2021-S09;159;1879;59;70352
02;2021-S09;123;1562;69;69077
02;2021-S09;103;1067;79;45371
02;2021-S09;56;609;89;25627
02;2021-S09;16;233;90;6917
02;2021-S09;1124;12480;0;526050
02;2021-S10;72;1418;09;62312
02;2021-S10;194;1958;19;67540
02;2021-S10;200;2053;29;51443
02;2021-S10;177;2150;39;62599
02;2021-S10;213;1989;49;64812
02;2021-S10;196;2048;59;70352
02;2021-S10;151;1605;69;69077
02;2021-S10;80;1078;79;45371
02;2021-S10;66;599;89;25627
02;2021-S10;25;268;90;6917
02;2021-S10;1374;15168;0;526050
02;2021-S11;135;2906;09;62312
02;2021-S11;251;3384;19;67540
02;2021-S11;220;2342;29;51443
02;2021-S11;235;2616;39;62599
02;2021-S11;266;2436;49;64812
02;2021-S11;261;2355;59;70352
02;2021-S11;164;1706;69;69077
02;2021-S11;90;1157;79;45371
02;2021-S11;52;635;89;25627
02;2021-S11;19;282;90;6917
02;2021-S11;1693;19819;0;526050
02;2021-S12;126;3237;09;62312
02;2021-S12;348;4180;19;67540
02;2021-S12;292;2858;29;51443
02;2021-S12;320;3463;39;62599
02;2021-S12;294;3135;49;64812
02;2021-S12;299;2769;59;70352
02;2021-S12;187;1954;69;69077
02;2021-S12;103;1226;79;45371
02;2021-S12;64;648;89;25627
02;2021-S12;23;325;90;6917
02;2021-S12;2056;23796;0;526050
02;2021-S13;163;4034;09;62312
02;2021-S13;345;5842;19;67540
02;2021-S13;289;3103;29;51443
02;2021-S13;337;3881;39;62599
02;2021-S13;330;3473;49;64812
02;2021-S13;315;3151;59;70352
02;2021-S13;176;1962;69;69077
02;2021-S13;119;1228;79;45371
02;2021-S13;64;718;89;25627
02;2021-S13;20;362;90;6917
02;2021-S13;2158;27755;0;526050
02;2021-S14;94;1210;09;62312
02;2021-S14;243;2657;19;67540
02;2021-S14;250;2671;29;51443
02;2021-S14;268;2875;39;62599
02;2021-S14;283;2560;49;64812
02;2021-S14;240;2355;59;70352
02;2021-S14;185;1679;69;69077
02;2021-S14;99;1156;79;45371
02;2021-S14;61;747;89;25627
02;2021-S14;28;426;90;6917
02;2021-S14;1751;18336;0;526050
02;2021-S15;108;726;09;62312
02;2021-S15;240;1703;19;67540
02;2021-S15;265;2384;29;51443
02;2021-S15;309;2641;39;62599
02;2021-S15;289;2407;49;64812
02;2021-S15;267;2194;59;70352
02;2021-S15;185;1798;69;69077
02;2021-S15;94;1112;79;45371
02;2021-S15;60;707;89;25627
02;2021-S15;31;395;90;6917
02;2021-S15;1848;16067;0;526050
02;2021-S16;75;568;09;62312
02;2021-S16;182;1563;19;67540
02;2021-S16;262;2114;29;51443
02;2021-S16;260;2114;39;62599
02;2021-S16;238;2048;49;64812
02;2021-S16;244;2006;59;70352
02;2021-S16;163;1485;69;69077
02;2021-S16;92;993;79;45371
02;2021-S16;50;633;89;25627
02;2021-S16;16;280;90;6917
02;2021-S16;1582;13805;0;526050
02;2021-S17;87;2689;09;62312
02;2021-S17;180;2183;19;67540
02;2021-S17;170;1853;29;51443
02;2021-S17;201;1833;39;62599
02;2021-S17;183;1786;49;64812
02;2021-S17;200;1723;59;70352
02;2021-S17;140;1329;69;69077
02;2021-S17;65;816;79;45371
02;2021-S17;42;574;89;25627
02;2021-S17;23;281;90;6917
02;2021-S17;1291;15068;0;526050
02;2021-S18;105;2997;09;62312
02;2021-S18;173;4394;19;67540
02;2021-S18;141;1713;29;51443
02;2021-S18;174;1898;39;62599
02;2021-S18;162;1845;49;64812
02;2021-S18;148;1709;59;70352
02;2021-S18;98;1300;69;69077
02;2021-S18;59;947;79;45371
02;2021-S18;35;627;89;25627
02;2021-S18;15;320;90;6917
02;2021-S18;1110;17750;0;526050
02;2021-S19;95;2196;09;62312
02;2021-S19;185;4222;19;67540
02;2021-S19;138;1666;29;51443
02;2021-S19;139;1777;39;62599
02;2021-S19;151;1708;49;64812
02;2021-S19;145;1592;59;70352
02;2021-S19;79;1254;69;69077
02;2021-S19;51;874;79;45371
02;2021-S19;34;537;89;25627
02;2021-S19;7;275;90;6917
02;2021-S19;1024;16105;0;526050
02;2021-S20;94;3058;09;62312
02;2021-S20;203;5443;19;67540
02;2021-S20;125;1816;29;51443
02;2021-S20;121;1938;39;62599
02;2021-S20;116;1828;49;64812
02;2021-S20;105;1626;59;70352
02;2021-S20;65;1414;69;69077
02;2021-S20;42;918;79;45371
02;2021-S20;10;483;89;25627
02;2021-S20;4;198;90;6917
02;2021-S20;885;18724;0;526050
02;2021-S21;58;2313;09;62312
02;2021-S21;125;4573;19;67540
02;2021-S21;71;1381;29;51443
02;2021-S21;74;1528;39;62599
02;2021-S21;88;1416;49;64812
02;2021-S21;70;1311;59;70352
02;2021-S21;48;1067;69;69077
02;2021-S21;21;746;79;45371
02;2021-S21;11;425;89;25627
02;2021-S21;8;148;90;6917
02;2021-S21;575;14909;0;526050
02;2021-S22;29;2159;09;62312
02;2021-S22;49;3609;19;67540
02;2021-S22;53;1241;29;51443
02;2021-S22;54;1318;39;62599
02;2021-S22;39;1233;49;64812
02;2021-S22;41;1173;59;70352
02;2021-S22;19;1090;69;69077
02;2021-S22;17;865;79;45371
02;2021-S22;8;480;89;25627
02;2021-S22;4;181;90;6917
02;2021-S22;313;13351;0;526050
02;2021-S23;16;1734;09;62312
02;2021-S23;34;2560;19;67540
02;2021-S23;20;1134;29;51443
02;2021-S23;17;1169;39;62599
02;2021-S23;24;1060;49;64812
02;2021-S23;16;1069;59;70352
02;2021-S23;8;973;69;69077
02;2021-S23;6;765;79;45371
02;2021-S23;4;410;89;25627
02;2021-S23;1;134;90;6917
02;2021-S23;146;11008;0;526050
02;2021-S24;1;2002;09;62312
02;2021-S24;10;1854;19;67540
02;2021-S24;7;1100;29;51443
02;2021-S24;5;1202;39;62599
